favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str 
2461,Twitter for iPhone,b'BLOCK OR DUNK!? I NEED HELP \xf0\x9f\x9a\xa8 (via @BionicBrooks_) https://t.co/MQ3fvjOFeF',,False,Mon Mar 09 22:17:39 +0000 2020,246,b'1237140519693758472'
2987,Twitter for iPhone,b'In British cabs I hear complaints about EU migrants. In Italian cabs I hear complaints about African migrants. In S\xe2\x80\xa6 https://t.co/tESzJCz2Sv',,False,Fri Mar 06 20:00:32 +0000 2020,895,b'1236018851495776256'
12513,Twitter for iPhone,b'Matt Gaetz who joked around with a mask is probably on his way to get tested for Coronavirus right about now with the CPAC news.',,False,Sat Mar 07 23:14:38 +0000 2020,1898,b'1236430085370101765'
1921,Twitter Web App,b'We watch sport to savor human emotion we are meant to feel in real life but are too dead inside to experience. For\xe2\x80\xa6 https://t.co/ApErHqXyNj',,False,Sun Mar 01 16:04:38 +0000 2020,205,b'1234147542566305793'
2071,Twitter Web App,b'NEW: At Bellevue (NYC) -one of the only designated coronavirus centers in the U.S. (75 beds)--hundreds of masks wen\xe2\x80\xa6 https://t.co/LBH5DW6G7g',,False,Wed Feb 26 19:56:39 +0000 2020,1402,b'1232756379741499393'
2022,Twitter for Android,"b'Watch this peaceful protest,then read vicious report by @TheHindu. Their report called these slogans ""provocative"".\xe2\x80\xa6 https://t.co/sCXTXCp75e'",,False,Sat Feb 29 15:49:55 +0000 2020,1005,b'1233781452874997760'
15302,Twitter for iPhone,b'Trump to Pompeo on his treatment of NPR reporter: \xe2\x80\x9cI think you did a good job on her.\xe2\x80\x9d (Laughter in room)',,False,Tue Jan 28 17:23:11 +0000 2020,6965,b'1222208513260314624'
229,Twitter for iPhone,b'Corona Virus is on its way ..... https://t.co/Qhp6YK6kiy',,False,Sun Mar 01 02:28:18 +0000 2020,175,b'1233942108995604480'
17031,Twitter Web App,b'A lot of news underlines how hard it is to hold wealthy and connected people accountable. Today\xe2\x80\x99s shows the power o\xe2\x80\xa6 https://t.co/SIljtbj8uE',,False,Wed Mar 11 16:20:01 +0000 2020,1910,b'1237775294620037120'
124677,Twitter for iPhone,"b'As a gay man who came of age during the AIDS era of the 1980s, I\xe2\x80\x99m intensely curious for you, a Republican Senator,\xe2\x80\xa6 https://t.co/M87zAgErr0'",,False,Sat Feb 29 21:45:28 +0000 2020,20827,b'1233870930499252225'
4469,Twitter for iPhone,b'Question: @realDonaldTrump what do you say to your GOP critics who say you\xe2\x80\x99ve destroyed the  party and replaced it with a personality cult?',,False,Sat Feb 01 11:16:37 +0000 2020,774,b'1223565814969880576'
24063,Twitter for iPhone,b'Watch this. Right fucking now. And don\xe2\x80\x99t ask me again why I support Bernie Sanders or how he is going to win. https://t.co/fYI1rUXhfd',,False,Thu Feb 27 03:38:00 +0000 2020,5392,b'1232872484174749696'
631,TweetDeck,b'Employees of Hachette Book Group staged a walkout in protest of the company\xe2\x80\x99s acquisition of Woody Allen\xe2\x80\x99s upcoming\xe2\x80\xa6 https://t.co/7NgloSCbml',,False,Thu Mar 05 21:59:46 +0000 2020,151,b'1235686468204576768'
2543,Twitter for iPhone,"b'Viral Katrina rolls on.\n\nCDC has tested 1,583 people for coronavirus https://t.co/yLARPjpKIO'",,False,Sun Mar 08 00:59:23 +0000 2020,829,b'1236456447032070150'
529,Twitter for Android,b'So I may have gotten the brother bear https://t.co/u0Ey8No3zU',,False,Sun Mar 08 15:47:38 +0000 2020,50,b'1236679979867541505'
1441,Twitter for iPhone,b'We miss you!!\n\nAmerica\xe2\x80\x99s Greatest President https://t.co/jyDuVxsR4i',,False,Sat Feb 01 14:51:37 +0000 2020,205,b'1223619918865862656'
2131,Twitter Web App,b'@RaheemKassam In this episode of \xe2\x80\x9cIt doesn\xe2\x80\x99t matter until it happens to me\xe2\x80\x9d We join a group of Trump supporters who\xe2\x80\xa6 https://t.co/wpgrsub6Cf',RaheemKassam,False,Mon Mar 09 05:59:58 +0000 2020,337,b'1236894475739205632'
227,Twitter for Android,"b""Why shouldn't we hear from the Bidens and most of all the #Whistleblower? I wonder if @MittRomney will ever win ano\xe2\x80\xa6 https://t.co/gqTYl5TUWF""",,False,Mon Jan 27 22:49:08 +0000 2020,37,b'1221928152760348672'
675,Twitter Web Client,"b'While all eyes are on coronovirus, watch Idlib where NATO power Turkey is squaring off with Russia. What happens if\xe2\x80\xa6 https://t.co/4tw94bfAUQ'",,False,Thu Feb 27 22:48:28 +0000 2020,507,b'1233162009916694528'
555,SocialFlow,b'An Australian newspaper printed an extra eight pages to be used as toilet paper after coronavirus fears prompted cu\xe2\x80\xa6 https://t.co/FEO9pkwDeE',,False,Sun Mar 08 05:31:04 +0000 2020,245,b'1236524816041156608'
1125,Twitter for iPhone,"b'I was wrong.  I thought @AlanDersh had reached his maximal absurdity arch in his position on torture in 2011, but t\xe2\x80\xa6 https://t.co/e4Rh3nj7T6'",,False,Wed Jan 29 20:40:03 +0000 2020,266,b'1222620442143461376'
1095,Twitter for iPhone,"b'While Fox\'s 8pm host Tucker Carlson is rightly calling the coronavirus a ""very serious problem,"" Fox Business 8pm h\xe2\x80\xa6 https://t.co/ZoLRVDHVGe'",,False,Tue Mar 10 00:24:28 +0000 2020,294,b'1237172434131922945'
2417,Twitter Web App,"b'Back in Co. Dublin, The Duke and Duchess visited incredibly scenic Howth this sunny afternoon, taking in sweeping v\xe2\x80\xa6 https://t.co/j9m3u0Xpf5'",,False,Wed Mar 04 17:42:41 +0000 2020,225,b'1235259381949894657'
937,Twitter for iPhone,b'We still have just one person who came to @CPAC w Corona. He is being treated. NO NEW CASES. Department of Health h\xe2\x80\xa6 https://t.co/ZtczOvt5FD',,False,Mon Mar 09 12:36:00 +0000 2020,253,b'1236994143899062276'
91,Twitter for Android,"b'Hey #WritingCommunity #amwriting I can do #shamelessselfpromo\nWhat about you?\nPlace links to your #books, #Wip\xe2\x80\xa6 https://t.co/QSuUMi1gLR'",,False,Sun Mar 08 18:00:22 +0000 2020,29,b'1236713382625099776'
860,Hootsuite Inc.,"b'The Trump campaign is another Trump family business: \n\nJared Kushner is running the show from the WH, and the campa\xe2\x80\xa6 https://t.co/oiaqTNF73r'",,False,Tue Mar 10 03:00:07 +0000 2020,639,b'1237211605399678976'
8940,Twitter for iPhone,"b'No matter who wins the Super Bowl, it doesn\xe2\x80\x99t change the fact that THIS WAS A FUMBLE AND A BUCKEYE TOUCHDOWN https://t.co/QwRdjKefQC'",,False,Mon Feb 03 00:49:35 +0000 2020,1660,b'1224132793732685829'
32352,Twitter for iPhone,b'NEWS: Brand new renders of Isabelle have been revealed for Animal Crossing: New Horizons! https://t.co/OJysqJnqfA',,False,Sat Feb 01 21:19:10 +0000 2020,7497,b'1223717452711895042'
12998,Twitter for iPhone,b'RBG is 86 years old and still shows up for work because she cares about people other than herself. Think about that\xe2\x80\xa6 https://t.co/4zWnMIDBqs',,False,Tue Mar 10 13:51:08 +0000 2020,2593,b'1237375436503515136'
29933,Twitter for iPhone,b'OLD ME is out now.  https://t.co/Xt6BLwPgR6 https://t.co/WrTONhpZnh',,False,Tue Mar 10 16:13:48 +0000 2020,6810,b'1237411342547439616'
1592,Twitter for iPhone,b'YOU made this sweater happen - the night before my first day in 2018 I was checking Twitter &amp; someone mentioned pur\xe2\x80\xa6 https://t.co/SBimooOYbb',,False,Sat Mar 07 01:29:53 +0000 2020,180,b'1236101734394515456'
2377,Twitter for iPad,"b'For those who don\xe2\x80\x99t already know, America\xe2\x80\x99s heinous health care system is ready to approach coronavirus virus the o\xe2\x80\xa6 https://t.co/Ctnc08JTDd'",,False,Wed Feb 26 17:47:17 +0000 2020,671,b'1232723823444676610'
1857,Twitter Web App,"b""@realDonaldTrump Not a single promise from your 2016 campaign has been kept. If it wasn't great then, it certainly\xe2\x80\xa6 https://t.co/eDOSJ1zRbg""",realDonaldTrump,False,Tue Jan 28 22:31:09 +0000 2020,365,b'1222286016352063489'
4081,Twitter Media Studio,"b""\xf0\x9f\x9a\xa8 WATCH \xe2\x86\x92 Schumer shuts a reporter down for trying to change the topic from impeachment to Trump's Middle East peac\xe2\x80\xa6 https://t.co/FLi7S0rSbn""",,False,Tue Jan 28 22:07:35 +0000 2020,2043,b'1222280082322051072'
3317,Twitter for iPad,"b'Trump paid a porn star hush money to win his first election, asked Russia to hack his opponent\xe2\x80\x99s emails, bribed a f\xe2\x80\xa6 https://t.co/xqY3An0sLJ'",,False,Sat Feb 01 12:42:00 +0000 2020,535,b'1223587299893698566'
1696,Twitter Web App,"b'Joe Biden pointedly criticizing Pres Trump\xe2\x80\x99s response.\n\nHe said, \xe2\x80\x9cAdministration failing on testing is colossal.""'",,False,Thu Mar 12 17:37:45 +0000 2020,280,b'1238157244413378560'
549,SocialFlow,"b'Trump praises Pompeo for fight with NPR reporter: ""You did a good job on her"" https://t.co/n5sn6Y3VMK'",,False,Tue Jan 28 19:59:08 +0000 2020,310,b'1222247760247906305'
28397,Twitter for iPhone,b'Uber wealthy people telling regular folks that Coronavirus fear is overblown bums me out. Lots cannot afford a copa\xe2\x80\xa6 https://t.co/r2kDV9vFZa',,False,Sun Mar 08 01:37:39 +0000 2020,4700,b'1236466073941114881'
1871,Twitter for iPhone,b'#COVID2019 #CoronaVirusUpdates This is the man in charge of keeping America safe from the Corona Virus https://t.co/mI2Xxc1hiF',,False,Thu Feb 27 13:00:21 +0000 2020,520,b'1233014001950502913'
355,Twitter Web App,b'[TRENDING] China ready to assist SA with coronavirus\nhttps://t.co/iGBFTO2FBB',,False,Sat Mar 07 07:25:14 +0000 2020,114,b'1236191157987807233'
1840,Twitter Web App,"b'New memo to to teams says each is required to have several plans in place by Tuesday, including arrangement with an\xe2\x80\xa6 https://t.co/lETW5WlOh6'",,False,Sun Mar 08 00:30:15 +0000 2020,395,b'1236449113241075713'
1932,Twitter Web App,"b""200226 Entertainment companies are worried about the business performance in terms of their music acts' activities\xe2\x80\xa6 https://t.co/LmMeYWGFnP""",,False,Wed Feb 26 01:01:01 +0000 2020,598,b'1232470591623417856'
197,SocialFlow,"b""ICYMI: The Trump administration has lifted a ban on the U.S. military's use of anti-personnel land mines outside of\xe2\x80\xa6 https://t.co/EQPV8pxjMY""",,False,Mon Feb 03 11:02:02 +0000 2020,205,b'1224286919162572801'
6116,Twitter Web App,"b""Say hello to the host of #LittleMixTheSearch... it's @IAmChrisRamsey! \xf0\x9f\x91\x8b https://t.co/4X3twtw5iZ""",,False,Wed Mar 11 09:00:42 +0000 2020,1127,b'1237664738164736001'
1274,Twitter Web App,b'Too many Americans can\xe2\x80\x99t afford to stay home if they are sick\xe2\x80\x94so they show up to work &amp; risk passing along their il\xe2\x80\xa6 https://t.co/8MWUgqsHTw',,False,Wed Mar 11 17:48:14 +0000 2020,386,b'1237797496157605890'
118,Twitter for Android,"b'Haircut, shave and a beer.  Yes please! https://t.co/GGNF4nsnam'",,False,Thu Jan 30 17:14:45 +0000 2020,3,b'1222931166627614721'
3908,Twitter Web App,"b'Uber/Lyft drivers, Instacart shoppers, DoorDash delivery folks are all engaging w/riders, dropping off packages, on\xe2\x80\xa6 https://t.co/3x2rjAKS1A'",,False,Sat Mar 07 00:01:36 +0000 2020,953,b'1236079514456752128'
297,Twitter for iPhone,"b'After watching this, I now have coronavirus. https://t.co/ZhKD4ZgOPI'",,False,Sat Mar 07 03:56:52 +0000 2020,56,b'1236138724318212097'
987,Twitter Web App,"b'found an old SD card today &amp; curiosity got the best of me. on it, i found pictures from the height of my long-term\xe2\x80\xa6 https://t.co/WCERd0MLwQ'",,False,Sun Mar 08 19:56:07 +0000 2020,7,b'1236742514931105792'
3197,Twitter Web App,"b'10 years ago, a local Gannett paper ran a story abt my arrest on the front page. It was a lowpoint in my life. \n\nBu\xe2\x80\xa6 https://t.co/7kWS1zJvEm'",,False,Sat Mar 07 14:43:07 +0000 2020,564,b'1236301355532386304'
53567,Twitter for iPhone,b'Not sure what Shakira did here but I\xe2\x80\x99m still into it  https://t.co/xx2X7jxOOS',,False,Mon Feb 03 01:17:26 +0000 2020,10490,b'1224139800053272582'
6925,TweetDeck,"b""Vanessa Bryant publicly acknowledges husband Kobe and daughter Gianna's deaths by changing her Instagram profile ph\xe2\x80\xa6 https://t.co/6BnYCFHxhN""",,False,Wed Jan 29 21:46:39 +0000 2020,594,b'1222637202796175362'
4222,Twitter Web App,"b""We voted UhuRuto. You don't get to distance yourselves from each other. You're one &amp; the same 2) Raila works with g\xe2\x80\xa6 https://t.co/U792rRxt6z""",,False,Sun Jan 26 10:36:05 +0000 2020,1033,b'1221381284729184257'
2856,Twitter Web App,b'BREAKING: 3 more people have died from coronavirus in the state of Washington.  There have now been 5 deaths in the\xe2\x80\xa6 https://t.co/8gk0Lew16A',,False,Mon Mar 02 19:31:50 +0000 2020,832,b'1234562074191290369'
1191,Twitter Web App,"b""Trump's job approval is now the highest it has been in our average since Feb. 5, 2017.\n\nhttps://t.co/uI9w8S86tL""",,False,Tue Jan 28 13:14:17 +0000 2020,506,b'1222145876384276486'
1988,Twitter for iPhone,b'REMOTE WORKERS!\n\n\xf0\x9f\x91\x82\xf0\x9f\x8f\xbb I\xe2\x80\x99ve been hearing y\xe2\x80\x99all speak about struggles with routine working remotely.\n\nHere\xe2\x80\x99s what helps\xe2\x80\xa6 https://t.co/rLDXXm8HTn',,False,Thu Mar 05 17:02:05 +0000 2020,292,b'1235611553132617731'
28965,Twitter for iPhone,b'Astounding &amp; disgraceful that a Senator of heretofore strong standing says it is okay for a president to use U.S. t\xe2\x80\xa6 https://t.co/wfLiA9azDt',,False,Fri Jan 31 17:51:23 +0000 2020,8251,b'1223302772675792897'
176995,Twitter for iPhone,b'so this lady is complaining about the  corona virus and was saying how it was nasty that it came from Asians eating\xe2\x80\xa6 https://t.co/2iWu0oKuR9',,False,Sun Mar 01 06:57:21 +0000 2020,20337,b'1234009816625893377'
2060,Twitter for iPhone,"b'Archie Miller watches missed free throws in disgust, Ryan Joseph Miller punches everything in sight #IUBB https://t.co/SutSQ5Exg7'",,False,Sun Feb 23 19:16:49 +0000 2020,244,b'1231659194031525889'
603,Twitter for iPhone,b'I visited Entebbe International Airport this evening to monitor the ongoing #COVID19 screening process of all trave\xe2\x80\xa6 https://t.co/lU0VwRpvWr',,False,Sun Mar 08 15:29:03 +0000 2020,163,b'1236675302929072133'
5528,Twitter for iPad,b'Did you catch me live in action in @OlaySkin\xe2\x80\x99s #SuperBowlLIV commercial? Don\xe2\x80\x99t forget to tweet #MakeSpaceForWomen a\xe2\x80\xa6 https://t.co/jBeE22YdW4',,False,Mon Feb 03 00:24:42 +0000 2020,1099,b'1224126530596503552'
42,Hootsuite Inc.,"b""#BREAKING: Palestinian Authority chief Mahmoud Abbas rejects Trump's peace plan, says it 'won't pass' \nhttps://t.co/8OC9Y7Wa8y""",,False,Tue Jan 28 19:26:17 +0000 2020,37,b'1222239491198418944'
9233,Twitter for iPhone,b'1. Begin widespread testing\n2. Make it free\n3. Broadcast public health guidelines\n4. Emergency funding to HCPs\n5. T\xe2\x80\xa6 https://t.co/9t4ZQIjHeG',,False,Thu Mar 12 01:48:48 +0000 2020,2106,b'1237918431992844289'
1322,Twitter for iPhone,"b'My friend reminded me that pneumonia and flu like things are ruled by Gemini. \n\nThat being said, the WHO may declar\xe2\x80\xa6 https://t.co/23wBVwSuP1'",,False,Fri Feb 28 06:43:22 +0000 2020,127,b'1233281519726321668'
421,Twitter for Android,"b'Now EU is free of UK, the main trojan horse for US policies in Europe, EU has an opportunity to build a more progre\xe2\x80\xa6 https://t.co/eepu0iBh49'",,False,Sun Feb 02 13:17:17 +0000 2020,123,b'1223958566886920192'
6176,Twitter Web App,"b""With breaking news that #BoltonBook names Pat #Cipollone (President's lead impeachment lawyer) as participant in me\xe2\x80\xa6 https://t.co/psOQwIMHWC""",,False,Fri Jan 31 17:26:56 +0000 2020,3899,b'1223296617761202182'
12196,Twitter Media Studio,"b'Fox nails it with Johnny Cash\'s ""Ragged Old Flag."" #SuperBowl https://t.co/sJV4sIQfIi'",,False,Sun Feb 02 23:02:34 +0000 2020,5289,b'1224105858734358528'
38278,Twitter Web App,b'The president lawyers are arguing that if the president ordered his election opponent arrested that would be fine b\xe2\x80\xa6 https://t.co/98S8JNp7n1',,False,Wed Jan 29 19:35:50 +0000 2020,10020,b'1222604282240937993'
18068,TweetDeck,"b'Inbox: Reps. Ro Khanna and Rep. Tim Ryan have a new bill to respond to the coronavirus that would give $1,000 and $\xe2\x80\xa6 https://t.co/3dwcVMu3ru'",,False,Fri Mar 13 17:27:05 +0000 2020,3413,b'1238516946997579777'
2161,Twitter Web App,"b""I don't understand why Coronavirus has caused #ToiletPaperPanic-buying but Norovirus didn't. You would have thought...""",,False,Sat Mar 07 04:22:32 +0000 2020,139,b'1236145182355177472'
282,TweetDeck,"b'There are simple things that we can all do to help stop the spread of #coronavirus.\n \nKeep your yourself, family an\xe2\x80\xa6 https://t.co/cTmK8PnEmr'",,False,Wed Mar 04 18:26:00 +0000 2020,68,b'1235270282438488064'
824,Twitter for iPhone,"b'Let us be kind to one another. As we discover how connected we all really are, let\xe2\x80\x99s look at ourselves and those cl\xe2\x80\xa6 https://t.co/x4NpIUXhun'",,False,Thu Mar 12 16:17:17 +0000 2020,86,b'1238136995047591936'
24515,Twitter Media Studio,b'The 25th Bond film will change everything\xe2\x80\xa6 #NoTimeToDie releasing April 2020 #JamesBond #SuperBowl https://t.co/gkxQsuxSLk',,False,Mon Feb 03 00:49:31 +0000 2020,7160,b'1224132776137560064'
1294,Twitter Web Client,"b""Here are some GOP senators up for election this year, ranked by Trump's net approval in their state:\n-Gardner (-18)\xe2\x80\xa6 https://t.co/SaXB67Ws2h""",,False,Fri Jan 31 04:49:45 +0000 2020,663,b'1223106066017243136'
1263,Twitter for iPhone,b'Keeping in touch with my faith when I\xe2\x80\x99m on and off the road is very important to me. I try to go to mass at local c\xe2\x80\xa6 https://t.co/24uPtM10oy',,False,Wed Mar 11 14:22:59 +0000 2020,122,b'1237745841923710976'
552,Twitter Web App,"b'Senate ethics committee is recommending that Sen. Lynn Beyak ""be suspended a second time"" as she ""failed to take he\xe2\x80\xa6 https://t.co/iurpG4HIiF'",,False,Fri Jan 31 23:12:08 +0000 2020,230,b'1223383492538617856'
55069,Twitter for Android,b'Good morning. The president admitted that the North Star of his coronavirus response is keeping the number of confi\xe2\x80\xa6 https://t.co/CQ5NYEwh7P',,False,Sat Mar 07 13:33:00 +0000 2020,15232,b'1236283713404776450'
1688,Twitter Web App,"b""Where do you draw the line on 'spoilers' in Animal Crossing?\n\nI'm really curious how everyone feels about this topi\xe2\x80\xa6 https://t.co/LEKHpoi6V0""",,False,Wed Mar 04 17:34:35 +0000 2020,59,b'1235257345070043137'
864,Twitter Web App,b'@BernieSanders 2020 will be the first election that Millennials and younger generations outnumber baby boomers. We\xe2\x80\xa6 https://t.co/XGSVEeZi4j',BernieSanders,False,Wed Jan 29 20:44:02 +0000 2020,79,b'1222621445169262592'
580,Twitter for iPad,b'Coronavirus fallout to hit Australia hard\n\n#ScottyfromMarketing says the \xe2\x80\x9cgovernment\xe2\x80\x9d will always put jobs first.\xe2\x80\xa6 https://t.co/c2wzNxAhiB',,False,Mon Mar 02 21:47:15 +0000 2020,252,b'1234596154194550786'
316,Twitter Web App,b'#WholeFoods is owned by Jeff Bezos. WholeFoods suggested that healthy workers donate their vacation time to sick wo\xe2\x80\xa6 https://t.co/P5oNXFBBmA',,False,Sat Mar 14 00:03:21 +0000 2020,313,b'1238616673390940170'
27629,TweetDeck,b'Our @Stray_Kids IGTV episode is now LIVE on YouTube! Click the link to watch: https://t.co/wo3gb93HgA https://t.co/tJWzywOLz3',,False,Wed Feb 26 23:14:43 +0000 2020,6167,b'1232806224799789057'
12964,Twitter for iPhone,"b'The people of New Jersey have spoken, and their message is LOUD and CLEAR!! \n\nAmerica needs FOUR MORE YEARS of Pres\xe2\x80\xa6 https://t.co/MAd5aDdSMr'",,False,Tue Jan 28 20:14:43 +0000 2020,4767,b'1222251681766957059'
62989,Twitter for iPhone,b'nothing boils my blood more than a liar or a sneaky person. why is it so hard for y\xe2\x80\x99all to just be straight up? if\xe2\x80\xa6 https://t.co/x6I5SEPbTP',,False,Tue Mar 03 04:50:36 +0000 2020,23175,b'1234702692032929792'
3913,Twitter Web App,"b""A lot of women I know are Warren supporters. \nI'm hearing today that several mailed their WA ballots today, for Bid\xe2\x80\xa6 https://t.co/0dAqg8gtdP""",,False,Fri Feb 28 23:14:07 +0000 2020,943,b'1233530852073725956'
24580,Twitter for iPhone,b'Speaking only one language really makes me feel less intelligent.  My brain deserves better.',,False,Sun Mar 01 18:35:08 +0000 2020,5041,b'1234185417718558721'
1155,Twitter for iPhone,"b'Coronavirus detected in attendee at CPAC meeting, which many White House officials attended less than two weeks ago https://t.co/VufNS5HAex'",,False,Sat Mar 07 23:03:07 +0000 2020,387,b'1236427187164610560'
1410,Tweetbot for iΟS,b'Here\xe2\x80\x99s the twisted thing about polarization:\n\nThe POTUS that GOP senators are so scared of is not popular. Never be\xe2\x80\xa6 https://t.co/nWkzoPhbfW',,False,Sat Feb 01 10:52:34 +0000 2020,259,b'1223559763226775552'
978,Twitter for iPhone,"b'What\xe2\x80\x99s the delay, @BorisJohnson? Release the unredacted #RussiaReportNOW \xe2\x8f\xb3\n\nBoris Johnson approves release of Russi\xe2\x80\xa6 https://t.co/HT0uNDX5hT'",,False,Sun Jan 26 18:00:57 +0000 2020,871,b'1221493239343124480'
1807,Twitter Web App,b'Thank you @greggutfeld and the @GregGutfeldShow for having me on again. And thanks to those who watched. I\xe2\x80\x99m not a\xe2\x80\xa6 https://t.co/AnXyZmMcj6',,False,Sun Feb 23 05:54:13 +0000 2020,132,b'1231457212381396993'
136145,Twitter for iPhone,b'I wake up everyday crying about my skin lmao . If u have acne or any type of skin issue that ain\xe2\x80\x99t solved by \xe2\x80\x9cstres\xe2\x80\xa6 https://t.co/rjAGla3JjX',,False,Sat Feb 29 20:55:19 +0000 2020,21398,b'1233858310245244928'
4978,Twitter for iPhone,b'Happy 2nd birthday to our sweet girl! We love you Attila! #ILoveMyMastiff https://t.co/sflO48ykag',,False,Mon Feb 03 16:33:09 +0000 2020,219,b'1224370248364806146'
1113,SocialFlow,"b""Exclusive: An Atlantic survey of dozens of officials and data from all 50 states shows that it's unlikely that many\xe2\x80\xa6 https://t.co/rFvQQwKjM8""",,False,Fri Mar 06 16:43:17 +0000 2020,761,b'1235969211052195845'
3212,Twitter Web App,"b""I've waited 30 years for a Republican to talk like this. Reality is our greatest weapon. https://t.co/ih5D5inltm""",,False,Mon Feb 03 01:36:52 +0000 2020,926,b'1224144690792017920'
28935,Twitter for iPhone,b'sleepy jungkook being upset because he missed his meal after taking a nap nd then being confused over why the fligh\xe2\x80\xa6 https://t.co/acLM4fmAR4',,False,Sat Feb 01 20:33:20 +0000 2020,8941,b'1223705915951603715'
5307,Twitter Web Client,b'BREAKING: Gov. Charlie Baker announces nurses and other medical professionals who are licensed and qualified in oth\xe2\x80\xa6 https://t.co/a59MwPVlyb',,False,Thu Mar 12 19:34:31 +0000 2020,1624,b'1238186627618537474'
63580,Twitter Web App,"b""Boomers: the Coronavirus is important, because it kills people over 60, let's close the borders\n\nMillennials/Gen Z:\xe2\x80\xa6 https://t.co/Prom1D5I6L""",,False,Fri Mar 06 16:06:18 +0000 2020,10654,b'1235959901945389058'
4035,Twitter Media Studio,"b""Happy Birthday, @BrentSpiner! We're so happy that you graced our screens once again in #StarTrekPicard. https://t.co/bVdsuRBh1J""",,False,Sun Feb 02 15:00:01 +0000 2020,374,b'1223984420987629573'
2483,Twitter for iPhone,b'The remarkable thing about the White House\xe2\x80\x99s bungling of the coronavirus outbreak is that the outcome is utterly un\xe2\x80\xa6 https://t.co/K4V6c2Z1ia',,False,Sun Mar 08 02:45:07 +0000 2020,427,b'1236483052848717824'
991,Twitter for iPhone,b'My favorite part of the show - Connecting with everyone up close \xf0\x9f\x99\x8c Connected \xf0\x9f\x94\x97 \xe2\x80\x98 All ye need is Love \xe2\x80\x98 \xf0\x9f\x8e\xb6 Amen \xf0\x9f\x99\x8f\xe2\x80\xa6 https://t.co/9TGF86EMSq',,False,Wed Mar 11 13:49:54 +0000 2020,120,b'1237737516394037253'
3230,Twitter for iPhone,b'Ka-Boom\n\n\xe2\x80\x9cMcConnell Says GOP Doesn\xe2\x80\x99t Have Votes to Block Impeachment Witnesses\n- Senate majority leader makes remar\xe2\x80\xa6 https://t.co/hPlm0HqEJy',,False,Tue Jan 28 22:49:56 +0000 2020,860,b'1222290740287545344'
12653,Twitter Web App,b'I think the @latimes has this story backwards. I was the reporter who asked @SenFeinstein these questions. She told\xe2\x80\xa6 https://t.co/f13OZi2Mab',,False,Tue Jan 28 22:27:08 +0000 2020,4441,b'1222285001653411841'
873,Twitter for iPhone,"b'By Dershowitz\xe2\x80\x99s logic, a President can suspend the upcoming election without consequence.'",,False,Wed Jan 29 21:18:59 +0000 2020,168,b'1222630241572491264'
9251,Twitter for Android,b'You know your economic system is very good when 0.0011% of all people catch a virus with a less than 5% mortality r\xe2\x80\xa6 https://t.co/fZL595gqnZ',,False,Fri Feb 28 15:51:45 +0000 2020,1892,b'1233419525573488642'
11556,Hootsuite Inc.,"b""YEAH BABY! Today is Elmo's birthday! Elmo is going to have cake and balloons with all of Elmo's friends later to celebrate.""",,False,Mon Feb 03 14:01:46 +0000 2020,2221,b'1224332149752500224'
232,Twitter Ads,"b'Agents, which rogue agents have you defeated? https://t.co/kUa3PfSYzI'",,False,Thu Mar 05 17:00:00 +0000 2020,24,b'1235611029981122560'
296,Twitter for iPhone,b'Bush brought us the last bear market. A Republican. And now Trump ends the 11 year bull market. A Republican.  It\xe2\x80\x99s\xe2\x80\xa6 https://t.co/n3imcyuG3N',,False,Wed Mar 11 22:36:50 +0000 2020,20,b'1237870123580448768'
2730,Twitter Web App,b'Incredible chart from Business Insider:\n\nhttps://t.co/V0ItNKO3Qt https://t.co/PTBqWFX6WN',,False,Tue Mar 10 13:53:00 +0000 2020,1966,b'1237375907716911104'
20110,Twitter for iPad,b'Please REALLY take in how EASILY amid the Coronavirus pandemic\n\n- places go back to single use plastic\n- businesses\xe2\x80\xa6 https://t.co/whQaf1HJnE',,False,Sat Mar 07 07:34:41 +0000 2020,6590,b'1236193538603397121'
18251,Twitter for iPhone,"b'Couldn\xe2\x80\x99t be home for my baby\xe2\x80\x99s 6th birthday last night, but we still celebrated her in London! Thank you to this am\xe2\x80\xa6 https://t.co/Ota1jV7HkW'",,False,Mon Feb 03 17:16:06 +0000 2020,1460,b'1224381057392267267'
3625,Twitter for iPhone,b'Peter seems like he has the brain capacity of a 4 year old.   His delusions all started when people started convinc\xe2\x80\xa6 https://t.co/zgAP4gjsVC',,False,Wed Mar 11 01:08:03 +0000 2020,215,b'1237545788038770688'
13442,Twitter for iPhone,b'Team... here\xe2\x80\x99s the full INTRO\xe2\x80\x99S clip from last night.\n\nFeel free to share with a friend or 10 https://t.co/aDp6sIEGJQ',,False,Mon Mar 02 16:01:19 +0000 2020,2697,b'1234509096528883712'
143,Twitter Media Studio,b'Think you know the #LittleWomen well? Name all the four sisters in the comments below and stand a chance to win fre\xe2\x80\xa6 https://t.co/AA4hqcH2ZB',,False,Mon Jan 27 11:30:00 +0000 2020,90,b'1221757242631843841'
99,Twitter for Android,b'BTS songs in urdu\n\nMy time: mera waqt\nParadise: jannat\nAirplane:  hawai Jahaz\nAll night: saari raat\nFake love: jhoo\xe2\x80\xa6 https://t.co/I7bQy8ghO7',,False,Sun Mar 01 08:52:33 +0000 2020,32,b'1234038808221540353'
